date,m2_level,gdp_real,cpi_level,m2_yoy,gdp_yoy,cpi_yoy,nominal_gdp_yoy,excess_liq_yoy,k,k_normalized,excess_share_pct,cumulative_excess_pct
2009-03-31,8427.4,16298.262,212.495,8.781350440810098,-3.234227293078318,-0.4464787676623838,-3.6807060607407016,12.4620565015508,0.0024333444940846717,0.9872855085195577,-1.2878231647001304,-8.862657082838915
2009-06-30,8386.4,16269.145,214.79,8.727895037079293,-3.9788374053187248,-1.2291746182109153,-5.2080120235296405,13.935907060608933,0.0023999201101897014,0.9737241694116268,-2.69848807432298,-5.3786803176866815
2009-09-30,8361.3,16326.281,215.861,6.233244819393446,-3.1328157006863644,-1.377942862886472,-4.510758563572836,10.744003382966284,0.002372533505086672,0.9626125498232383,-3.8839562380136305,-2.6926794719451106
2009-12-31,8544.1,16502.754,217.347,3.22202624012371,0.10557252348297741,2.8141231232083674,2.919695646691345,0.302330593432365,0.002382079473257799,0.9664856537191532,-3.467650673538669,-2.617096823587019
2010-03-31,8576.4,16582.71,217.353,1.768042338087672,1.7452658449103264,2.2861714393279886,4.031437284238315,-2.263394946150643,0.0023794899970373128,0.9654350205871175,-3.5802491805054126,-3.18294556012468
2010-06-30,8575.8,16743.162,217.199,2.2584183916817713,2.91359502911801,1.1215605940686268,4.035155623186637,-1.7767372315048657,0.002358192986422049,0.9567941437994901,-4.515689867094785,-3.6271298680008965
2010-09-30,8622.1,16872.266,218.275,3.1191321923624393,3.344209253779229,1.1183122472331775,4.462521501012406,-1.343389308649967,0.0023411845259532493,0.9498932686525906,-5.2749854116226125,-3.962977195163388
2010-12-31,8895.9,16960.864,220.472,4.11746117203684,2.7759609093124693,1.437793022217937,4.213753931530406,-0.09629275949356586,0.002378967334032543,0.9652229595280678,-3.603005930250136,-3.9870503850367793
2011-03-31,9013.1,16920.632,223.046,5.091880042908459,2.037797199613345,2.619241510354109,4.657038709967454,0.434841332941005,0.002388158626039053,0.9689521599863911,-3.2042696529047454,-3.878340051801528
2011-06-30,9146.9,17035.114,224.806,6.659437020452907,1.7437088645501975,3.5023181506360412,5.246027015186239,1.4134100052666687,0.0023884765879247493,0.9690811672694833,-3.1905307599398025,-3.5249875504848607
2011-09-30,9471.2,17031.313,226.597,9.847948875563972,0.9426534645672335,3.812621692818685,4.755275157385919,5.092673718178054,0.002454159141050522,0.9957306749825433,-0.4287630304782519,-2.251819120940347
2011-12-31,9738.5,17222.583,227.223,9.471779134207893,1.543075871606514,3.062066838419386,4.6051427100259,4.866636424181992,0.0024885220469262432,1.0096728024060106,0.9580135646875654,-1.0351600148948488
2012-03-31,9890.1,17367.01,228.807,9.730281479180313,2.6380693108862374,2.5828752813320977,5.220944592218335,4.509336886961978,0.0024888935462305285,1.009823531528187,0.9727968522698971,0.0921742068456457
2012-06-30,9911.7,17444.525,228.524,8.361302736446241,2.403335839137921,1.653870448297634,4.057206287435555,4.304096449010686,0.0024863209134454232,1.008779732315354,0.8703319499890005,1.1681983190983172
2012-09-30,10120.4,17469.65,231.015,6.85446405946446,2.5737123144880414,1.9497168982819613,4.523429212770003,2.3310348466944575,0.002507686800208436,1.0174485543539398,1.7149323451561949,1.7509570307719315
