date,m2_level,m2_growth,cpi,pi_e_annual,pi_e_monthly,tb3_pct,tbill_wr,sp_close,sp_return,sp_next_return,metab_max
1970-11-01,621.1,0.007624918883841758,39.6,0.05600000000000005,0.0046666666666666705,5.28,0.0044,87.19999694824219,0.047447410789696054,0.056766109528361586,0.007624918883841758
1970-12-01,626.5,0.008694252133311764,39.8,0.055702917771883076,0.00464190981432359,4.87,0.004058333333333333,92.1500015258789,0.056766109528361586,0.040477435331257805,0.008694252133311764
1971-01-01,632.9,0.010215482841181123,39.9,0.05277044854881274,0.004397537379067729,4.44,0.0037,95.87999725341797,0.040477435331257805,0.009073871208846063,0.010215482841181123
1971-02-01,641.0,0.012798230368146646,39.9,0.04724409448818889,0.003937007874015741,3.7,0.0030833333333333338,96.75,0.009073871208846063,0.036795840398901714,0.012798230368146646
1971-03-01,649.9,0.013884555382215336,40.0,0.044386422976501416,0.003698868581375118,3.38,0.0028166666666666665,100.30999755859375,0.036795840398901714,0.036287503521493125,0.013884555382215336
1971-04-01,658.4,0.013078935220803167,40.1,0.04155844155844157,0.0034632034632034645,3.86,0.0032166666666666663,103.94999694824219,0.036287503521493125,-0.04155843984271779,0.013078935220803167
1971-05-01,666.7,0.012606318347509138,40.3,0.04404145077720201,0.0036701208981001674,4.14,0.00345,99.62999725341797,-0.04155843984271779,-0.009334541110246564,0.012606318347509138
1971-06-01,673.0,0.009449527523623713,40.5,0.04381443298969079,0.003651202749140899,4.75,0.003958333333333334,98.69999694824219,-0.009334541110246564,-0.03161089375538295,0.009449527523623713
1971-07-01,679.6,0.00980683506686475,40.6,0.04370179948586128,0.0036418166238217733,5.4,0.0045000000000000005,95.58000183105469,-0.03161089375538295,0.03609538483102703,0.00980683506686475
1971-08-01,685.5,0.008681577398469642,40.7,0.04358974358974366,0.0036324786324786382,4.94,0.004116666666666667,99.02999877929688,0.03609538483102703,-0.006967610319212669,0.008681577398469642
1971-09-01,692.5,0.010211524434719177,40.8,0.04081632653061207,0.003401360544217672,4.69,0.003908333333333334,98.33999633789062,-0.006967610319212669,-0.041793706874213465,0.010211524434719177
1971-10-01,698.4,0.008519855595667813,40.9,0.038071065989847774,0.0031725888324873144,4.46,0.0037166666666666667,94.2300033569336,-0.041793706874213465,-0.002547017771557858,0.008519855595667813
1971-11-01,704.6,0.008877434135166062,41.0,0.03535353535353525,0.0029461279461279375,4.22,0.003516666666666666,93.98999786376953,-0.002547017771557858,0.08617936650941682,0.008877434135166062
1971-12-01,710.3,0.008089696281578185,41.1,0.03266331658291466,0.0027219430485762217,4.01,0.0033416666666666664,102.08999633789062,0.08617936650941682,0.018121325985678283,0.008089696281578185
1972-01-01,717.7,0.010418133183162093,41.2,0.03258145363408538,0.0027151211361737815,3.38,0.0028166666666666665,103.94000244140625,0.018121325985678283,0.02530303243835852,0.010418133183162093
1972-02-01,725.7,0.011146718684687196,41.4,0.03759398496240607,0.003132832080200506,3.2,0.0026666666666666666,106.56999969482422,0.02530303243835852,0.005911581638566643,0.011146718684687196
1972-03-01,733.5,0.010748243075651143,41.4,0.03499999999999992,0.00291666666666666,3.73,0.003108333333333333,107.19999694824219,0.005911581638566643,0.004384339870177945,0.010748243075651143
1972-04-01,738.4,0.006680299931833611,41.5,0.034912718204488824,0.002909393183707402,3.71,0.0030916666666666666,107.66999816894531,0.004384339870177945,0.017275012928234856,0.006680299931833611
1972-05-01,743.3,0.006635969664138708,41.6,0.032258064516129226,0.002688172043010769,3.69,0.003075,109.52999877929688,0.017275012928234856,-0.021820500468225923,0.006635969664138708
1972-06-01,749.7,0.00861025158078843,41.7,0.029629629629629672,0.0024691358024691392,3.91,0.0032583333333333336,107.13999938964844,-0.021820500468225923,0.0023333955705076015,0.00861025158078843
1972-07-01,759.5,0.013071895424836555,41.8,0.029556650246305383,0.0024630541871921152,3.98,0.003316666666666667,107.38999938964844,0.0023333955705076015,0.03445383154177417,0.013071895424836555
1972-08-01,768.7,0.012113232389730166,41.9,0.029484029484029284,0.0024570024570024405,4.02,0.0033499999999999992,111.08999633789062,0.03445383154177417,-0.004860863299431362,0.012113232389730166
1972-09-01,778.3,0.012488617145830494,42.1,0.031862745098039325,0.002655228758169944,4.66,0.0038833333333333337,110.55000305175781,-0.004860863299431362,0.009317039808806271,0.012488617145830494
1972-10-01,786.9,0.011049723756906049,42.2,0.03178484107579482,0.0026487367563162354,4.74,0.00395,111.58000183105469,0.009317039808806271,0.045617460605507754,0.011049723756906049
1972-11-01,793.9,0.008895666539585623,42.4,0.034146341463414664,0.0028455284552845552,4.78,0.0039833333333333335,116.66999816894531,0.045617460605507754,0.011828275516162945,0.008895666539585623
1972-12-01,802.3,0.01058067766721238,42.5,0.03406326034063256,0.0028386050283860467,5.07,0.0042250000000000005,118.05000305175781,0.011828275516162945,-0.017111429226946195,0.01058067766721238
1973-01-01,810.3,0.009971332419294487,42.7,0.03640776699029136,0.0030339805825242796,5.41,0.004508333333333334,116.02999877929688,-0.017111429226946195,-0.03749029147535643,0.009971332419294487
1973-02-01,814.1,0.004689621127977439,43.0,0.03864734299516903,0.003220611916264086,5.6,0.004666666666666666,111.68000030517578,-0.03749029147535643,-0.0014326975436259604,0.004689621127977439
1973-03-01,815.3,0.0014740203906153937,43.4,0.048309178743961345,0.004025764895330112,6.09,0.005075,111.5199966430664,-0.0014326975436259604,-0.040799816708442904,0.005075
1973-04-01,819.7,0.005396786458972347,43.7,0.053012048192771166,0.00441767068273093,6.26,0.005216666666666667,106.97000122070312,-0.040799816708442904,-0.018883838921280538,0.005396786458972347
1973-05-01,826.8,0.00866170550201284,43.9,0.05528846153846145,0.004607371794871788,6.36,0.0053,104.94999694824219,-0.018883838921280538,-0.006574510072182238,0.00866170550201284
